Purchase_ID,Vendor_Name,Category,Sub_Category,Spend_Amount_INR,Purchase_Date,Region,Payment_Terms,Delivery_Time_Days,Quality_Score,Vendor_Score
PO-14245,Weber PLC,Consultancy,Audit Services,1978980.09,2024-09-18,North,Net 45,53,5,61
PO-14246,Allen Group,Consultancy,Process Automation,1591473.95,2023-01-14,East,Net 45,21,10,90
PO-14247,Hart-Hernandez,Software,SaaS Subscriptions,1324310.63,2024-12-20,East,On Delivery,46,8,90
PO-14248,"Taylor, Knapp and Villanueva",Consultancy,Digital Transformation,299565.03,2022-12-12,International,Net 30,10,5,69
PO-14249,Flores-Oneal,Hardware,Storage Devices,1627887.76,2023-01-25,East,Net 45,53,6,100
PO-14250,"Brown, Davidson and York",Consultancy,Process Automation,913058.0,2024-06-18,International,On Delivery,8,7,77
PO-14251,"Johnson, Williams and Beltran",Software,CRM Tools,676656.34,2025-07-13,East,Net 30,49,7,97
PO-14252,"Jones, Johnson and Everett",Hardware,Servers,60473.35,2024-04-02,South,On Delivery,52,8,78
PO-14253,Ponce and Sons,Cloud,Google Cloud,1875508.51,2023-05-01,South,Net 45,21,8,90
PO-14254,Smith-Carter,Maintenance,Repair,1511896.75,2023-08-10,International,Advance,53,10,75
PO-14255,Moore-Gray,Hardware,Laptops,1596961.3,2023-07-19,East,Net 30,32,7,66
PO-14256,"Tucker, Christensen and Sharp",Software,ERP Systems,373298.87,2023-08-21,International,Net 45,49,5,94
PO-14257,Pope-Roberson,Maintenance,Support Services,1254231.13,2023-11-16,International,Advance,6,8,99
PO-14258,Long Group,Maintenance,System Upgrades,119800.99,2023-06-07,South,Net 45,52,5,64
PO-14259,"Booth, Zimmerman and Reynolds",Maintenance,Training,1450357.97,2025-02-10,West,On Delivery,25,10,97
PO-14260,"Thompson, Byrd and Schaefer",Hardware,Storage Devices,285460.92,2024-12-10,International,On Delivery,48,5,89
PO-14261,"Wright, Taylor and Stewart",Maintenance,Repair,568883.38,2025-07-15,South,Net 45,16,5,84
PO-14262,Miller-Thomas,Software,Licensing,1952102.69,2024-08-14,East,Net 30,57,7,80
PO-14263,"Edwards, Crawford and Roberts",Maintenance,Support Services,1659758.44,2025-10-28,International,Net 30,57,6,64
PO-14264,"Jackson, Ortega and Stewart",Maintenance,Training,1488106.53,2022-11-19,North,Net 45,17,9,93
PO-14265,"Cochran, Schmidt and Lopez",Hardware,Networking,1659472.65,2023-12-21,West,On Delivery,54,7,80
PO-14266,"Harrison, Robertson and Pruitt",Software,Licensing,1034811.8,2024-09-24,South,Net 45,6,9,67
PO-14267,Hoffman-Hill,Software,Cybersecurity,691942.9,2025-08-07,West,On Delivery,26,5,63
PO-14268,"Schneider, Lynch and Foster",Software,Licensing,1636110.07,2025-04-15,South,Net 45,50,10,93
PO-14269,"Brown, Carroll and Torres",Cloud,Google Cloud,1518490.45,2023-01-27,South,On Delivery,40,8,94
PO-14270,"Marshall, Holt and Harrington",Hardware,Networking,1010117.53,2024-03-20,East,Net 30,3,9,88
PO-14271,"Miller, Hernandez and Rogers",Maintenance,Support Services,803975.16,2025-08-17,International,Advance,47,10,80
PO-14272,Garrett-Smith,Cloud,AWS,1833881.91,2023-07-09,International,Net 30,8,5,67
PO-14273,Lucas-Maxwell,Cloud,Private Cloud,1018427.02,2024-04-20,West,Net 45,32,8,76
PO-14274,Ward and Sons,Consultancy,IT Strategy,1195340.61,2023-04-04,West,On Delivery,5,5,65
PO-14275,Alexander-Morrison,Software,CRM Tools,1899937.23,2024-03-18,East,Net 45,8,10,80
PO-14276,Campbell-Owens,Hardware,Servers,1264688.1,2024-07-26,North,On Delivery,37,7,64
PO-14277,Smith-Osborne,Software,Licensing,1985687.5,2024-05-27,South,Net 45,9,7,63
PO-14278,Sweeney and Sons,Maintenance,Repair,835291.46,2023-10-10,North,Net 45,35,9,72
PO-14279,Schwartz Group,Hardware,Peripherals,1258948.94,2023-02-18,East,Net 30,8,5,80
PO-14280,Alexander PLC,Hardware,Storage Devices,1142249.51,2025-09-24,East,Net 45,52,5,86
PO-14281,"Bennett, Ramirez and White",Hardware,Peripherals,988041.68,2023-11-29,West,On Delivery,32,7,64
PO-14282,Yates-Mills,Maintenance,Training,1250346.9,2024-07-20,East,Advance,16,7,63
PO-14283,Smith-Khan,Software,CRM Tools,651894.19,2023-05-03,South,Advance,36,7,73
PO-14284,Ramos-Short,Maintenance,Repair,316840.51,2023-04-25,International,Net 45,23,6,97
PO-14285,Lopez-Moon,Cloud,Azure,69441.09,2023-01-24,International,On Delivery,16,9,90
PO-14286,"Lynch, Wilson and Pratt",Consultancy,IT Strategy,1506087.31,2025-03-08,West,Net 30,24,8,64
PO-14287,Shelton and Sons,Software,SaaS Subscriptions,1158588.71,2024-07-25,West,Advance,25,5,81
PO-14288,Davis and Sons,Software,Licensing,95071.01,2024-11-24,West,Advance,29,7,69
PO-14289,"Alvarado, Le and Whitaker",Maintenance,Training,1174325.33,2025-07-09,West,On Delivery,47,8,82
PO-14290,"Sosa, Peterson and Perry",Software,ERP Systems,761686.43,2024-08-07,West,On Delivery,53,5,90
PO-14291,Flores LLC,Consultancy,Audit Services,1595703.22,2025-08-07,South,Net 30,56,9,61
PO-14292,"Ortiz, Nichols and Chavez",Software,CRM Tools,175874.48,2022-11-29,North,On Delivery,31,7,100
PO-14293,Davis-Hernandez,Cloud,Azure,550422.16,2024-04-07,International,Net 30,46,9,68
PO-14294,Wilkins-Parsons,Software,ERP Systems,378323.01,2024-12-25,North,On Delivery,38,5,76
PO-14295,Buchanan and Sons,Cloud,Google Cloud,433787.99,2024-04-26,West,On Delivery,48,8,64
PO-14296,Morris-Roberts,Consultancy,Digital Transformation,1006532.87,2025-07-19,West,Advance,31,9,60
PO-14297,Russell PLC,Hardware,Networking,1979529.02,2023-05-26,West,Net 30,27,9,71
PO-14298,Sanchez-Brown,Hardware,Laptops,623840.42,2025-08-31,West,Net 45,42,6,68
PO-14299,Ellison and Sons,Cloud,AWS,838072.4,2025-08-10,West,Net 30,11,10,83
PO-14300,Owens Group,Cloud,Google Cloud,646127.47,2023-10-08,North,Net 30,7,5,78
PO-14301,"Powell, Marsh and Williams",Hardware,Laptops,662090.59,2025-04-24,West,Advance,15,6,84
PO-14302,"Randolph, Crawford and Miller",Hardware,Peripherals,854711.7,2024-12-27,North,Net 45,52,6,96
PO-14303,"Murray, Walker and Lutz",Consultancy,IT Strategy,1431042.49,2025-06-14,East,Advance,57,5,66
PO-14304,Morgan Group,Software,CRM Tools,300677.09,2025-05-12,North,Net 45,35,7,99
PO-14305,Nolan-Mayer,Cloud,Azure,1222660.01,2024-07-08,South,Net 45,44,6,64
PO-14306,Cohen-Munoz,Software,Licensing,1611133.84,2025-04-16,East,Net 45,27,5,88
PO-14307,Callahan Group,Hardware,Servers,348999.36,2025-04-17,North,Advance,30,10,100
PO-14308,Hicks LLC,Cloud,Google Cloud,910905.97,2025-06-30,International,Net 45,34,5,79
PO-14309,Holt PLC,Cloud,Google Cloud,1126373.57,2023-02-20,South,Net 45,45,9,72
PO-14310,"Wright, Lopez and Hill",Cloud,Azure,1563774.33,2022-11-21,South,Net 45,22,9,82
PO-14311,"Jacobs, Stanley and Walker",Hardware,Servers,394174.08,2023-09-21,International,Net 45,20,9,83
PO-14312,"Walker, Bailey and Hampton",Maintenance,Support Services,643321.39,2025-01-17,West,Net 30,31,7,73
PO-14313,"Walker, Moore and Smith",Software,ERP Systems,286677.92,2024-02-16,South,On Delivery,56,5,61
PO-14314,Johnson-Martin,Cloud,Private Cloud,444275.98,2024-02-14,North,Advance,46,10,89
PO-14315,Martin PLC,Cloud,Google Cloud,1894309.38,2023-07-20,South,Net 45,60,5,67
PO-14316,"Mcconnell, Kelly and Avery",Cloud,AWS,601544.96,2025-10-08,East,On Delivery,19,7,62
PO-14317,Herrera PLC,Software,ERP Systems,1944012.45,2023-01-15,South,Advance,18,8,78
PO-14318,"Gutierrez, Nguyen and Kerr",Software,Licensing,418563.0,2024-02-15,South,Advance,28,9,77
PO-14319,Rivera-Mitchell,Consultancy,IT Strategy,989370.17,2023-02-22,East,Net 45,30,10,73
PO-14320,Riley-Harrison,Hardware,Peripherals,1292390.69,2024-06-07,West,Net 45,22,6,95
PO-14321,Johnson LLC,Cloud,AWS,1497705.01,2025-09-24,South,Net 30,54,8,90
PO-14322,Rios-Bauer,Cloud,AWS,434873.48,2024-03-04,West,Net 45,39,9,93
PO-14323,"Lowe, Mitchell and Webb",Hardware,Networking,176245.76,2023-04-17,West,Net 45,33,6,97
PO-14324,Pacheco Ltd,Hardware,Peripherals,1565318.02,2024-10-12,West,Net 30,45,10,66
PO-14325,"Ruiz, Murray and Kennedy",Maintenance,Support Services,1865370.92,2024-08-22,West,Net 45,33,10,88
PO-14326,Smith-Hoffman,Software,SaaS Subscriptions,718444.15,2025-03-23,West,On Delivery,23,9,72
PO-14327,"Carrillo, Montgomery and Hughes",Consultancy,Process Automation,1024260.08,2024-03-27,West,On Delivery,29,9,68
PO-14328,Hess Group,Maintenance,Support Services,919319.19,2024-04-21,South,Advance,9,10,81
PO-14329,Jimenez Inc,Hardware,Servers,1823452.97,2023-05-11,North,On Delivery,30,6,100
PO-14330,Austin Inc,Maintenance,Repair,230486.67,2025-05-01,North,Net 45,12,10,88
PO-14331,Williamson-Jackson,Hardware,Peripherals,466677.81,2025-02-21,West,Net 45,24,10,79
PO-14332,Rodgers-Cruz,Consultancy,Digital Transformation,1903636.51,2024-08-31,West,On Delivery,31,9,98
PO-14333,Santos Group,Maintenance,Repair,804518.42,2025-08-05,East,On Delivery,34,10,66
PO-14334,Osborne-Collins,Maintenance,Support Services,1960797.46,2025-08-09,International,Net 45,50,8,91
PO-14335,"Obrien, Richmond and Wang",Maintenance,Repair,1607177.46,2023-11-16,International,Net 45,38,8,65
PO-14336,Horne-Zimmerman,Software,Cybersecurity,1284913.0,2025-03-11,West,Advance,45,10,68
PO-14337,"Jones, Porter and Morgan",Maintenance,Training,126223.78,2024-09-10,East,Net 30,27,7,74
PO-14338,Harper Group,Software,SaaS Subscriptions,1528558.15,2022-11-04,South,Net 45,47,10,95
PO-14339,Rodriguez-Owens,Software,CRM Tools,627129.08,2025-07-06,East,Net 45,55,6,75
PO-14340,Norton-Baker,Consultancy,Digital Transformation,1454157.65,2024-08-18,North,Net 45,17,7,97
PO-14341,"Orr, Garcia and Myers",Software,SaaS Subscriptions,1223197.24,2024-11-26,East,On Delivery,3,9,100
PO-14342,Herman LLC,Hardware,Laptops,1582369.72,2023-11-28,International,Net 45,38,10,88
PO-14343,"Prince, Murphy and Johnson",Software,ERP Systems,650407.4,2022-11-27,West,On Delivery,32,6,68
PO-14344,Munoz and Sons,Software,CRM Tools,381773.83,2024-11-01,East,Net 45,25,5,89
PO-14345,Colon Ltd,Consultancy,Digital Transformation,1467968.03,2025-05-16,West,Advance,25,10,85
PO-14346,Huber Inc,Consultancy,IT Strategy,1145109.6,2023-09-12,North,On Delivery,22,10,96
PO-14347,Bailey-Hurst,Hardware,Storage Devices,1782292.64,2024-09-16,East,Net 45,6,7,89
PO-14348,Burton LLC,Software,SaaS Subscriptions,421421.75,2023-05-01,South,Advance,11,5,94
PO-14349,Dunn-Young,Cloud,Google Cloud,1003354.53,2024-07-30,South,Net 30,52,8,68
PO-14350,"Wall, Martinez and Tyler",Software,Licensing,944926.9,2024-01-05,West,Net 30,52,8,88
PO-14351,"Baldwin, Lewis and Giles",Hardware,Peripherals,1657316.6,2023-04-20,North,On Delivery,39,8,72
PO-14352,Shaffer-Olson,Cloud,Azure,1645720.4,2022-12-07,International,On Delivery,15,8,76
PO-14353,Frazier and Sons,Hardware,Laptops,516780.09,2025-03-17,West,On Delivery,30,7,86
PO-14354,"Bishop, Davis and Cooper",Maintenance,Training,1807766.76,2024-11-18,West,Net 30,26,5,77
PO-14355,Stewart-Bradley,Cloud,AWS,1861024.56,2025-06-07,West,Net 45,17,9,71
PO-14356,Roy-Davis,Maintenance,Training,1040475.69,2024-10-22,West,Net 30,5,10,98
PO-14357,Gibson Ltd,Software,Licensing,293806.63,2023-08-10,East,Net 45,44,9,73
PO-14358,"Anderson, Williams and Brown",Software,SaaS Subscriptions,487066.83,2023-09-17,West,Advance,17,10,73
PO-14359,Harvey and Sons,Consultancy,Digital Transformation,1081433.01,2025-01-23,South,Advance,37,7,69
PO-14360,"Davis, Moreno and Strong",Maintenance,Repair,797202.05,2023-09-21,West,Advance,19,10,63
PO-14361,Stark-Schwartz,Hardware,Networking,1095790.59,2024-12-13,East,On Delivery,27,6,69
PO-14362,Collins-Alvarez,Maintenance,Training,559851.14,2025-05-05,West,On Delivery,27,5,88
PO-14363,Kelly Inc,Maintenance,Training,864556.01,2024-06-08,South,Net 45,17,6,84
PO-14364,Greene-Murphy,Cloud,Google Cloud,752824.61,2022-11-19,South,Net 45,19,9,84
PO-14365,Olson Inc,Software,Licensing,1877079.85,2025-09-26,International,Net 45,12,7,77
PO-14366,"Ruiz, Key and Brown",Maintenance,Repair,1441836.33,2025-09-15,West,Advance,9,5,76
PO-14367,"Stafford, Chen and Miranda",Software,ERP Systems,509243.71,2023-10-08,International,On Delivery,20,8,96
PO-14368,White-Smith,Cloud,Google Cloud,118993.29,2023-12-08,West,Advance,10,10,93
PO-14369,Parrish and Sons,Software,SaaS Subscriptions,251601.93,2023-10-18,International,Advance,35,7,77
PO-14370,"Lopez, Martin and Cox",Software,ERP Systems,1730649.59,2023-10-24,East,Advance,9,9,89
PO-14371,"Ward, Caldwell and Garcia",Consultancy,Audit Services,1669493.28,2023-03-09,West,Advance,40,10,79
PO-14372,Jackson PLC,Cloud,Azure,1433406.89,2024-11-13,East,Advance,48,9,65
PO-14373,Whitaker Group,Cloud,Google Cloud,1105418.89,2023-10-16,International,Advance,55,9,88
PO-14374,"Hart, Cherry and Byrd",Cloud,Google Cloud,1451471.31,2024-01-13,International,Net 30,20,6,91
PO-14375,"English, Berger and Fletcher",Software,Cybersecurity,1804568.36,2025-04-09,South,Advance,7,7,93
PO-14376,Murphy-Miller,Consultancy,Process Automation,943628.26,2024-07-09,West,Net 30,40,10,65
PO-14377,"Santiago, Henry and Howard",Cloud,AWS,1915619.65,2022-11-30,East,On Delivery,24,7,89
PO-14378,Jackson Group,Cloud,AWS,1197062.44,2024-06-19,North,Net 30,15,8,79
PO-14379,Morgan Group,Maintenance,Support Services,1437398.05,2022-11-14,West,On Delivery,60,6,81
PO-14380,Galvan-Stephens,Software,Licensing,888495.92,2025-06-13,International,Net 30,51,6,66
PO-14381,"Fletcher, Nelson and Hayes",Cloud,AWS,1534926.0,2023-03-06,International,On Delivery,18,7,93
PO-14382,Holden-Hamilton,Cloud,Private Cloud,470019.03,2024-07-12,International,Net 45,30,5,93
PO-14383,"Stanley, Torres and Thomas",Cloud,Azure,1059234.54,2023-01-30,South,Net 45,12,8,83
PO-14384,Faulkner-Smith,Hardware,Networking,366320.91,2025-10-16,South,Advance,3,9,61
PO-14385,"Roberts, Hall and Callahan",Maintenance,Training,1228758.41,2025-10-15,East,Net 45,11,8,93
PO-14386,Cross Inc,Cloud,AWS,669738.72,2023-11-15,International,Advance,51,8,97
PO-14387,"Delacruz, Fox and Rivera",Consultancy,Process Automation,223801.14,2023-11-15,South,Net 45,16,8,98
PO-14388,Riley Group,Software,CRM Tools,1223119.34,2024-10-20,North,On Delivery,32,5,62
PO-14389,Hardin-Miller,Cloud,AWS,1771541.01,2022-12-02,West,On Delivery,25,10,64
PO-14390,"Smith, Rodriguez and Nixon",Maintenance,Repair,804248.64,2022-11-21,International,Net 30,22,9,85
PO-14391,Larson-Jackson,Cloud,Google Cloud,528302.12,2024-09-11,West,Net 30,3,8,66
PO-14392,"Hill, Johnson and Morrow",Maintenance,System Upgrades,1515145.25,2024-02-10,West,Net 30,36,7,86
PO-14393,Johnson-Griffith,Hardware,Networking,1701075.65,2025-01-15,West,Advance,39,6,89
PO-14394,Baldwin-Mahoney,Cloud,Azure,1996960.79,2024-10-28,South,Net 30,25,10,69
PO-14395,Newman PLC,Hardware,Laptops,1807603.4,2024-09-21,East,On Delivery,20,8,65
PO-14396,Diaz Inc,Cloud,AWS,1855478.38,2023-11-21,North,On Delivery,43,7,63
PO-14397,Tate Group,Maintenance,Support Services,398254.06,2023-10-14,North,Net 30,11,5,66
PO-14398,"Cook, Wade and Moyer",Cloud,Azure,1693120.03,2025-04-20,West,Net 45,10,9,88
PO-14399,Dunn-Smith,Maintenance,System Upgrades,1994902.55,2025-10-26,North,On Delivery,26,10,91
PO-14400,Edwards-Stokes,Software,CRM Tools,447655.22,2023-10-09,International,On Delivery,26,8,95
PO-14401,Burton and Sons,Hardware,Storage Devices,1758591.45,2025-07-17,South,Advance,53,7,69
PO-14402,"Meyer, Estrada and Scott",Consultancy,Process Automation,102866.44,2024-01-05,West,Advance,16,8,66
PO-14403,"Bray, Porter and Reese",Hardware,Peripherals,460385.52,2025-03-18,North,Net 45,56,9,84
PO-14404,Wood Inc,Consultancy,IT Strategy,1953101.9,2023-01-03,South,Net 30,41,6,78
PO-14405,Lopez LLC,Software,ERP Systems,1175255.78,2023-05-12,West,Net 45,5,6,90
PO-14406,"Armstrong, Gutierrez and Jackson",Maintenance,Training,514680.72,2025-08-08,East,Net 30,16,7,66
PO-14407,Hall Inc,Hardware,Servers,672073.53,2023-11-20,West,Net 30,24,10,72
PO-14408,"Quinn, Mitchell and Clay",Maintenance,System Upgrades,534404.68,2023-09-03,West,Advance,54,5,80
PO-14409,Miller Inc,Consultancy,Digital Transformation,1120195.78,2022-11-13,North,On Delivery,25,8,74
PO-14410,"Huffman, Poole and Holmes",Software,Cybersecurity,1020795.52,2022-12-17,East,Advance,39,8,90
PO-14411,Jordan and Sons,Cloud,Google Cloud,1867474.64,2023-01-22,East,On Delivery,37,5,85
PO-14412,"Baird, Williams and Sexton",Software,Licensing,447372.78,2023-01-28,International,Advance,31,10,78
PO-14413,Gutierrez-Cruz,Software,Licensing,1469684.16,2023-02-15,West,Net 45,29,7,83
PO-14414,Brown LLC,Software,SaaS Subscriptions,1396657.84,2025-06-14,North,On Delivery,41,9,83
PO-14415,"Smith, Carter and Atkins",Maintenance,System Upgrades,269842.34,2024-01-21,International,On Delivery,21,7,76
PO-14416,"Nguyen, Johnson and Chavez",Software,CRM Tools,279212.62,2024-09-16,North,Advance,19,7,91
PO-14417,Baker-Cortez,Software,CRM Tools,1975362.96,2024-12-09,North,Net 30,42,10,86
PO-14418,Williams PLC,Hardware,Servers,897279.79,2025-08-01,South,On Delivery,54,6,74
PO-14419,Stone and Sons,Hardware,Storage Devices,1605102.16,2025-04-30,North,Advance,51,6,72
PO-14420,"Green, Pearson and Miller",Consultancy,Process Automation,1758325.15,2023-04-30,West,Advance,60,6,76
PO-14421,Reed Ltd,Hardware,Peripherals,505997.54,2024-05-23,East,Advance,10,9,80
PO-14422,"Vasquez, Zavala and Hamilton",Consultancy,Digital Transformation,1211321.96,2023-10-01,North,On Delivery,35,5,90
PO-14423,Roberts-Brown,Software,SaaS Subscriptions,1543842.77,2025-05-19,West,Net 30,9,10,76
PO-14424,Myers Ltd,Software,SaaS Subscriptions,1607014.1,2024-04-18,North,Advance,34,10,84
PO-14425,Briggs PLC,Consultancy,Process Automation,348219.69,2023-08-13,International,On Delivery,3,9,99
PO-14426,"York, Harrison and Nelson",Cloud,Google Cloud,1059332.53,2025-06-30,East,Net 45,56,5,64
PO-14427,King-Torres,Consultancy,Digital Transformation,1493379.42,2023-07-10,North,Net 45,4,9,92
PO-14428,Fletcher-Villegas,Consultancy,Process Automation,1897256.55,2023-09-18,South,Net 30,57,8,96
PO-14429,"Todd, Martinez and Simmons",Hardware,Servers,771208.52,2025-06-21,East,Net 30,51,6,87
PO-14430,Nguyen-Kent,Hardware,Laptops,130240.19,2022-12-15,West,Net 30,47,10,100
PO-14431,"Porter, Johnson and Fletcher",Consultancy,Digital Transformation,1721805.73,2024-09-02,West,On Delivery,51,7,97
PO-14432,Miller-Edwards,Software,Cybersecurity,1702504.67,2025-04-24,International,Net 45,56,8,79
PO-14433,"Ross, Villegas and Wright",Software,ERP Systems,1400868.44,2023-01-18,West,Advance,60,6,86
PO-14434,Bruce-Taylor,Hardware,Peripherals,1309996.38,2023-05-31,North,Advance,13,9,74
PO-14435,Brown-Taylor,Cloud,Google Cloud,1405695.84,2025-10-29,International,Advance,26,9,93
PO-14436,George-Hood,Maintenance,Repair,1528986.28,2025-01-15,North,On Delivery,22,6,95
PO-14437,Payne Group,Consultancy,Audit Services,321082.03,2022-11-28,International,On Delivery,22,6,91
PO-14438,Lewis LLC,Maintenance,Training,1468776.77,2024-11-12,West,Net 30,34,7,77
PO-14439,Salazar Inc,Cloud,Azure,1663308.88,2025-08-01,International,Net 45,16,10,98
PO-14440,"Martinez, Thomas and White",Software,CRM Tools,383452.86,2023-01-15,East,Net 45,25,9,68
PO-14441,King Group,Maintenance,Support Services,1542605.1,2022-12-17,North,Net 45,24,8,84
PO-14442,Adams Ltd,Cloud,AWS,437323.23,2023-08-10,International,Net 30,42,6,95
PO-14443,"Gross, Reed and Woods",Maintenance,Repair,956859.35,2024-11-30,North,Advance,33,7,77
PO-14444,"Bray, Sexton and Evans",Consultancy,Audit Services,97507.48,2024-12-28,International,Net 30,33,6,79
PO-14445,"Lara, Kennedy and Morrison",Hardware,Servers,351811.64,2022-11-04,International,Advance,25,9,98
PO-14446,Dickerson-Fox,Cloud,Google Cloud,677639.0,2023-10-26,West,On Delivery,30,10,93
PO-14447,Bailey PLC,Consultancy,Digital Transformation,63868.91,2025-08-21,South,Net 30,7,9,73
PO-14448,Austin-Montes,Hardware,Peripherals,1596773.88,2024-03-22,West,Net 30,45,10,96
PO-14449,Barber-Stein,Consultancy,IT Strategy,474566.29,2024-06-14,North,On Delivery,60,5,78
PO-14450,Hess-Anderson,Software,Cybersecurity,73182.65,2023-04-04,East,Net 45,28,8,85
PO-14451,Gonzalez and Sons,Maintenance,Support Services,558402.14,2025-01-03,East,On Delivery,22,9,64
PO-14452,Lin-Williams,Cloud,Google Cloud,1246760.79,2023-05-05,International,Advance,40,7,62
PO-14453,"Carr, Wilson and Garner",Maintenance,Training,1463507.49,2025-07-08,West,Net 45,45,7,95
PO-14454,Martinez Inc,Hardware,Peripherals,484697.74,2024-03-08,East,On Delivery,17,5,80
PO-14455,"Schmitt, Richardson and Holland",Maintenance,System Upgrades,1973675.65,2025-03-28,North,Net 45,39,8,100
PO-14456,"Stephens, Harper and Meza",Consultancy,Digital Transformation,962793.99,2023-09-02,International,Net 45,44,8,67
PO-14457,Peterson LLC,Consultancy,Digital Transformation,639198.56,2025-05-22,West,Net 30,29,5,61
PO-14458,"Mendez, Brown and King",Hardware,Servers,1864551.61,2025-04-08,South,Advance,24,5,97
PO-14459,"Mccoy, Mcdaniel and Allen",Consultancy,Audit Services,275984.59,2024-04-28,North,Advance,51,5,61
PO-14460,Hernandez-Davis,Consultancy,Digital Transformation,1163929.75,2025-02-17,International,On Delivery,27,8,65
PO-14461,"Martin, Vega and Shepherd",Software,SaaS Subscriptions,1279497.68,2025-03-03,East,Advance,52,9,75
PO-14462,Watkins Group,Hardware,Laptops,488184.18,2023-03-29,North,On Delivery,59,5,76
PO-14463,Waters PLC,Cloud,Private Cloud,1804115.6,2023-04-25,South,On Delivery,21,9,71
PO-14464,Lopez-Thomas,Maintenance,Repair,1215393.63,2023-08-16,West,Net 30,53,6,83
PO-14465,Russell-Miller,Hardware,Peripherals,1436302.51,2022-12-26,International,Advance,19,6,95
PO-14466,Bernard Ltd,Consultancy,IT Strategy,1717527.12,2025-08-29,International,Advance,8,7,73
PO-14467,Mitchell-Kramer,Consultancy,Audit Services,576510.39,2023-08-20,International,Net 45,50,10,60
PO-14468,"Jensen, Oliver and Bates",Consultancy,IT Strategy,374406.35,2025-03-12,North,On Delivery,8,8,89
PO-14469,"Bailey, Blair and Mcconnell",Cloud,Azure,1862501.62,2022-11-18,North,Net 30,47,9,79
PO-14470,Orozco Ltd,Cloud,Google Cloud,607112.45,2024-07-26,International,Net 45,52,7,70
PO-14471,Reese-Campbell,Maintenance,System Upgrades,960919.93,2024-02-29,West,Net 45,16,9,81
PO-14472,Miller-Perez,Software,ERP Systems,554918.46,2023-11-14,International,Advance,4,10,64
PO-14473,Miller-Higgins,Hardware,Networking,868398.2,2024-01-19,East,Advance,15,8,69
PO-14474,"Pace, Mcgrath and Gregory",Hardware,Laptops,64901.77,2022-11-21,West,Advance,17,10,87
PO-14475,Gonzales-Weiss,Software,ERP Systems,503194.93,2023-06-26,East,On Delivery,29,9,85
PO-14476,"Evans, Hernandez and Smith",Cloud,AWS,1215250.89,2025-10-13,North,Net 30,9,5,66
PO-14477,Mcconnell and Sons,Cloud,Azure,1156997.17,2023-07-19,West,Net 45,36,5,67
PO-14478,"Lara, Green and Wyatt",Consultancy,IT Strategy,349868.37,2023-12-19,North,Net 45,10,8,79
PO-14479,Turner LLC,Maintenance,System Upgrades,1987376.92,2024-12-06,International,Advance,52,9,88
PO-14480,Mcknight PLC,Hardware,Peripherals,1370459.62,2024-12-09,South,Advance,35,7,65
PO-14481,Hampton-Irwin,Maintenance,System Upgrades,1804378.42,2023-08-22,East,Net 30,32,8,71
PO-14482,Garcia PLC,Software,Licensing,1344457.99,2023-06-03,East,On Delivery,53,9,73
PO-14483,"Clarke, Carr and Marshall",Consultancy,Audit Services,1701158.75,2023-06-06,North,On Delivery,60,8,61
PO-14484,Gibbs-Wilcox,Software,ERP Systems,1017659.04,2023-06-16,East,Net 30,31,10,71
PO-14485,Williams-Rice,Cloud,Google Cloud,680732.11,2024-06-28,North,Net 45,12,5,96
PO-14486,"Marshall, Robinson and Hanson",Software,CRM Tools,647276.21,2022-12-05,South,Net 45,59,7,65
PO-14487,Hartman-Anderson,Consultancy,Digital Transformation,1507308.24,2023-11-06,South,On Delivery,56,8,78
PO-14488,Chandler-Cook,Hardware,Networking,1125894.99,2024-12-28,West,Advance,12,10,71
PO-14489,Smith-Griffith,Consultancy,Audit Services,893165.85,2022-12-09,West,Advance,41,5,75
PO-14490,Martin LLC,Software,ERP Systems,531574.41,2024-03-16,West,On Delivery,42,7,66
PO-14491,Vasquez-Tran,Hardware,Peripherals,1323594.5,2023-11-29,International,Advance,11,6,91
PO-14492,"Roberts, Scott and Rollins",Maintenance,Support Services,860287.63,2024-03-24,North,Advance,52,7,61
PO-14493,"Martinez, Blackwell and Jones",Cloud,Azure,1042643.74,2024-05-01,West,Net 45,29,9,93
PO-14494,Allen-Whitaker,Hardware,Peripherals,1907916.31,2025-04-29,West,Net 30,47,10,70
PO-14495,Taylor Group,Hardware,Laptops,601039.37,2023-10-29,South,Advance,47,8,73
PO-14496,Peterson-Henry,Hardware,Peripherals,853454.49,2024-03-02,East,On Delivery,35,9,87
PO-14497,"Knight, Hernandez and Lynn",Hardware,Servers,1737513.42,2023-11-07,West,Advance,40,6,74
PO-14498,Roberts-Green,Software,CRM Tools,786003.27,2025-08-03,North,Net 45,34,7,76
PO-14499,Miller-Gregory,Consultancy,IT Strategy,1693718.03,2025-10-03,East,Advance,53,10,80
PO-14500,Thompson-Lin,Cloud,Azure,511947.75,2024-09-11,East,Net 45,36,9,63
PO-14501,Grant-Jones,Cloud,Azure,1646953.25,2023-12-27,North,Net 45,32,5,84
PO-14502,Walker Group,Hardware,Laptops,1680898.36,2025-10-24,West,Advance,31,9,92
PO-14503,"Marquez, Chavez and Moss",Consultancy,Process Automation,495519.39,2025-02-27,International,Advance,27,5,75
PO-14504,Perez and Sons,Software,Cybersecurity,499624.25,2024-08-09,East,On Delivery,5,6,70
PO-14505,"Taylor, Smith and Smith",Software,SaaS Subscriptions,80076.75,2025-05-05,South,Net 45,29,9,75
